めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　太田小舞木店,群馬県太田市小舞木町２６５番,１０：３０～１９：３０,なし
１００円（税抜）以上お買上げいただいたお客様に、セイムスカードの「ギフトポイント」２ポイントプレゼント。,ドラッグセイムス　戸ヶ崎店,三郷市戸ヶ崎３－３０７,＊＊＊,元旦
毎月第１、第３土曜日ポイント２倍,マルエドラッグ　上里店,上里町大字神保原２２０９－３,１０時００分～２１時００分,＊＊＊
「フレッセイポイントカード」会員様を対象に、「優待カード」をご精算時に提示のお客様、毎週土曜日一部対象外商品を除き全品５％引き。,フレッセイ　藤岡店,群馬県藤岡市藤岡６９１－１,９時００分～２１時００分,＊＊＊
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　東村山店,東京都東村山市久米川町４－２５－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　京王堀之内駅前店,東京都八王子市別所１丁目１‐１１　アーバンコア堀之内１階,１０：００～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　谷田部店,茨城県つくば市谷田部字富士塚６１２７－７,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　みどり大間々店,群馬県みどり市大間々町大間々４０１－４,１０：３０～１９：３０,なし
１，０８０円（税込み）ごとのお買い物に、チューリップカードポイント２ポイントをプレゼント。,ドラッグストアセキ　川間店,千葉県野田市七光台４４９－１,９時３０分～２３時００分,元旦
１００円（税抜）以上お買上げいただいたお客様に、セイムスカードの「ギフトポイント」２ポイントプレゼント。,ドラッグセイムス　中宗岡１丁目店,志木市中宗岡一丁目９－３７,＊＊＊,元旦
１，０８０円（税込み）ごとのお買い物に、チューリップカードポイント２ポイントをプレゼント。,ドラッグストアセキ　吉野町店,さいたま市北区吉野町２－２１－２８,９時３０分～２３時００分,元旦
２，０００円以上お買い上げの方にオリジナル定規をプレゼント［協賛開始日：平成１９年７月１日］,こども動物自然（公財）埼玉県公園緑地協会　こども動物自然公園管理事務所,東松山市岩殿５５４,９時３０分～１７時００分　＜１１月１５日～２月１０日＞９時３０分～１６時３０分,月曜日（休日の場合は開園）　※季節により変わる場合あり
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　茂原店,千葉県茂原市高師１８８６－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　渋川店,群馬県渋川市有馬字芦田１５０－８,１０：３０～１９：３０,なし
５％ＯＦＦ,靴修理店Ｇａｔｏ,さいたま市浦和区北浦和１－１４－１３,１１時００分～１９時００分,月曜日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　牛久店,茨城県牛久市中央１－２２－２,１０：００～１９：００,なし
１００円（税抜）以上お買上げいただいたお客様に、セイムスカードの「ギフトポイント」２ポイントプレゼント。,ドラッグセイムス　伊奈内宿店,伊奈町小針内宿２９３－１,＊＊＊,元旦
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　寒川店,神奈川県高座郡寒川町宮山１１６－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　青葉たちばな台店,神奈川県横浜市青葉区たちばな台２丁目１３－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　座間小松原店,神奈川県座間市小松原２丁目２６－２３,１０：３０～１９：３０,なし
メガネのお買い上げの場合、１０％割引。,メガネランド,千葉県野田市平井２３７－６,１０時００分～１９時００分,月曜日
携帯ご購入で、充電器プレゼント,もしもしモンキー　サルズヒルズ店,上尾市緑丘３－３－１１－１　ＰＡＰＡショッピングアベニュー１Ｆ,１０時００分～２０時００分,無し
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　籠原店,熊谷市大字拾六間７６３－１,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　蓮田店,蓮田市東３－８－２４,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　東大和店,東京都東大和市向原１－３－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　平塚本店,神奈川県平塚市豊原町１－１,１０：３０～１９：３０,なし
メガネ・サングラス・コンタクトレンズ・補聴器が１５％ＯＦＦ！（特価品を除く）,メガネスーパー　志木店,新座市東北２－３０－１６,１０：００～１９：３０,年中無休
１００円（税抜）以上お買上げいただいたお客様に、セイムスカードの「ギフトポイント」２ポイントプレゼント。,ドラッグセイムス　北本店,北本市北本２－１０－１,＊＊＊,元旦
当社オリジナルの健康茶「一心茶」サンプルを差し上げます。,漢方専門　一心堂薬局　大宮店,さいたま市大宮区高鼻町１－８０,１０時００分～１９時００分,無休
現金ポイントカード入会時、カード代１００円が無料！,スーパービバホーム　加須店,加須市下高柳１丁目７番,８時００分～２０時００分,なし
商品お買い上げで５％ＯＦＦ（配送料、修理代金除く）,ｆｏｒａｎｅｗ　フォーアニュ　イオンモール川口前川店,川口市前川１－１－１１　イオンモール川口前川３Ｆ,１０時００分～２２時００分,無休
腕時計、時計バンドが３割引。更に粗品進呈,有限会社林時計店,さいたま市浦和区岸町４－２６－１,１０時００分～１９時３０分,日曜・祝日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　渋谷店,東京都渋谷区宇田川町２０番１号,１１：００～２０：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　八王子石川店,東京都八王子市石川町７０２番地１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　水戸駅南店,茨城県水戸市城南３－８－１,１０：００～１９：００,なし
メガネ・サングラス・コンタクトレンズ・補聴器が１５％ＯＦＦ！（特価品を除く）,メガネスーパー　東大宮店,さいたま市見沼区東大宮２－３７－３　ラ・ピアッツァ東大宮マンション１Ｆ,１０：００～１９：３０,年中無休
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　秦野東海大学前店,神奈川県秦野市南矢名字宿ノ上４３８－４,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　笠間店,茨城県笠間市赤坂９－１２,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　阿見店,茨城県稲敷郡阿見町阿見４１６１－１,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　さいたま日進店,さいたま市北区日進町２－４８４－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　前橋西片貝店,群馬県前橋市西片貝町５－２４－９,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　ルララこうほく店,神奈川県横浜市都筑区中川中央２丁目２番１号,１０：００～２０：００,ルララこうほく定休日に準ずる
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真メガネ　蓮田店,蓮田市東４－５－１３　ＭＥＧＡドン・キホーテ　２階,１０時００分～２１時００分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
カード商品全品５％割引,万代書店　岩槻店,さいたま市岩槻区東町１－８－１１,１０時００分～３時００分,無休
店内商品　当店平常価格から５％ＯＦＦ※一部除外あり,和真メガネ　越谷レイクタウン店,越谷市レイクタウン４－２－２　イオンレイクタウンｋａｚｅ１階,９：００～２２：００,店舗により異なります（詳細は店舗までお問い合わせ下さい）
商品お買い上げで５％割引（一部対象外有）,人形の長月,春日部市増戸２２４－１,１０時００分～１８時００分,期間中無休で営業
優待カード提示で店頭価格より５％割引（他の割引と併用は不可）,ｅｎｆａｎｔ（アンファン）　東大成店,さいたま市北区東大成町２－９２－１,１０時００分～１８時００分,水曜日
メガネ・サングラス・コンタクトレンズ・補聴器が１５％ＯＦＦ！（特価品を除く）,メガネスーパー　飯能店,飯能市柳町２２－９,１０：００～１９：３０,年中無休
毎月第３土曜日、レジでのご精算時に「パパ・ママ応援ショップ優待カード」を提示して頂いたお客様にお買上げ合計金額から１０％引きします。お買物合計１０００円以上対象。（たばこ・商品券等一部除外品があります。）,うおとみ小金井店,栃木県小山市羽川５１７－１,９時００分～２２時００分,＊＊＊
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　ミスターマックスおゆみ野店,千葉県千葉市緑区おゆみ野中央２丁目３番１号,１０：００～２０：００,ミスターマックスおゆみ野店定休日に準ずる
毎月第３土曜日、レジでのご精算時に「パパ・ママ応援ショップ優待カード」を提示して頂いたお客様にお買上げ合計金額から１０％引きします。お買物合計１０００円以上対象。（たばこ・商品券等一部除外品があります。）,スーパーフレッシュ神鳥谷店,栃木県小山市神鳥谷５－４－２５,１０時００分～２２時００分,＊＊＊
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　船橋習志野台店,千葉県船橋市習志野台２丁目６１－７,１０：００～１９：００,なし
毎月第１、第３土曜日ポイント２倍,マルエドラッグ　行田藤原店,行田市藤原町２－１－４,１０時００分～２１時００分,＊＊＊
メガネ・サングラス・コンタクトレンズ・補聴器が１５％ＯＦＦ！（特価品を除く）,メガネスーパー　さいたま宮原店,さいたま市北区宮原町２－３８－１０,１０：００～１９：３０,木曜日
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真パレット　アリオ川口店,川口市並木元町１－７９　アリオ川口　１階,１０時００分～２２時００分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　イオン鎌ヶ谷ＳＣ店,千葉県鎌ヶ谷市新鎌ヶ谷２丁目７番１号,０９：００～２１：００,イオン鎌ヶ谷ショッピングセンター定休日に準ずる
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　春日部ユリノキ通り店,春日部市豊町２－９－２１,１０：３０～１９：３０,なし
１００円（税抜）以上お買上げいただいたお客様に、セイムスカードの「ギフトポイント」２ポイントプレゼント。,ドラッグセイムス　上青木西店,川口市上青木西４－５－２７,＊＊＊,元旦
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　南流山店,千葉県流山市南流山１丁目２１－７,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　入間店,入間市下藤沢１２６４－１,１０：００～１９：００,なし
メガネ・サングラス・コンタクトレンズ・補聴器が１５％ＯＦＦ！（特価品を除く）,メガネスーパー　東川口店,川口市戸塚東２－２－３０　プロスパー　・　イーストビル１Ｆ,１０：００～１９：３０,年中無休
・証明写真撮影１０％割引・スタジオ撮影（七五三・お宮参り・入学入園・家族写真）大きくした写真を１枚ブロマイドにしてプレゼント,ボアスタジオ,草加市栄町３－１－２２,９時００分～１９時００分,木曜日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　我孫子店,千葉県我孫子市緑２－１１－５７,１０：００～１９：００,なし
１，０００円以上で５％引き,株式会社ａｍｏｒｏｓｏ　新松戸店,千葉県松戸市新松戸３－２－２　ダイエー新松戸店１Ｆ,１０時００分～２０時００分,ダイエーの営業日に順ずる
携帯ご購入で、充電器プレゼント,もしもしモンキー　東大宮店,さいたま市見沼区東大宮４－１８－７,１０時００分～２０時００分,無し
５万円以上のミシン購入の方につき５％ＯＦＦ,かんたんソーイングミシン広場,熊谷市上之１９８２－２ヴィラ藤宮１０２号,１０時００分～１８時００分,日曜日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　神栖店,茨城県神栖市平泉２８１－２７,１０：００～１９：００,なし
ブランド品・古着・ジュエリーを１０，０００円以上お買上げのお客様に１０００円ＯＦＦ。ブランド品・貴金属・古着を１０，０００円以上お売りいただいた方には１，０００円ＵＰ。,エブリデイゴールドラッシュ　エルミこうのす店,鴻巣市本町１－１－２　エルミこうのすショッピングモール３Ｆ,１０：００～２１：００,年２回点検休館日あり
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　草加栄町店,草加市栄町１－５－８,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　志木店,新座市東２－４－１４,１０：３０～１９：３０,なし
メガネご購入時、代金の１０％を割引いたします。,メガネドラッグ大宮駅前店,さいたま市大宮区桜木町１－２－１,１０：００～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　千葉東寺山店,千葉県千葉市若葉区東寺山町５７３－１,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　イオン品川シーサイド店,東京都品川区東品川４－１２－５　イオン品川シーサイドＳＣ内,０９：００～２２：００,イオン品川シーサイド店定休日に準ずる
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　太田新井町店,群馬県太田市新井町３２９－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　伊勢崎店,群馬県伊勢崎市宮子町１７８,１０：００～１９：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　相模原二本松店,神奈川県相模原市二本松３－３４－１,１０：３０～１９：３０,なし
毎月第３日曜日に優待カードを精算前にご提示いただきますと、アピタの子供服・ベビーコーナーの商品を５％引きに致します。（一部対象外商品がございます。詳細は店舗にてご確認下さい）※他県の子育て支援パスポートはご利用できません。,アピタ　東松山店,東松山市あずま町４－３　ピオニウォーク東松山,９時００分～２１時００分,なし（棚卸等で臨時休業する場合がございます）
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真メガネ　川越店,川越市新富町２－４－２　新富町　丸広並び,１０時００分～１９時３０分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真メガネ　朝霞店,朝霞市本町１－１１－１０,１０時００分～１９時００分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
メガネ・コンタクト共に店頭価格からさらに２５％ＯＦＦ！！　（当グループをご利用の方はコンタクトのみ１５％ＯＦＦ）※他の割引券・クーポン券・ペアタダとの併用はできません。　　　　　　　　　　　　　　　　　,ベストメガネコンタクト　戸田公園駅前店,戸田市本町４－１４－２４　ダイヤモンドビルⅡ　１Ｆ,９：３０～１８：３０,木曜日
腕時計の電池交換１ヶ１００円引き（一部除外品あり）,メガネ・宝石・時計・補聴器　しまむら,さいたま市北区大成町１－５２６,９時００分～１９時３０分,水曜日
毎月第３土曜日、レジでのご精算時に「パパ・ママ応援ショップ優待カード」を提示して頂いたお客様にお買上げ合計金額から１０％引きします。お買物合計１０００円以上対象。（たばこ・商品券等一部除外品があります。）,スーパーフレッシュ小山駅南店,栃木県小山市神山町２－６－１６,９時３０分～２１時００分,＊＊＊
ネコちゃんお買い求めの方、５％ＯＦＦ,猫専門キャットショップ　キャットファーム大谷　ワンニャン王国,さいたま市北区東大成町２－２６８－８,１２時００分～２０時００分,月曜日・　　木曜日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　市川中山店,千葉県市川市高石神３５－５,１０：３０～１９：３０,なし
お買上げ金額より５％割引,所沢航空発祥記念館スーベニアショップ,所沢市並木１－１３,９時３０分～１７時０分,月曜日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　上野店,東京都台東区上野４－９－１５,１１：００～２０：００,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　佐倉志津店,千葉県佐倉市西志津１－２０－１２,１０：３０～１９：３０,なし
毎月第３土曜日、レジでのご精算時に「パパ・ママ応援ショップ優待カード」を提示して頂いたお客様にお買上げ合計金額から１０％引きします。お買物合計１０００円以上対象。（たばこ・商品券等一部除外品があります。）,うおとみ三和店,茨城県古河市尾崎５３０７,９時３０分～２１時００分,＊＊＊
岩槻ポイントカード事業共同組合が発行する「わくわくポイントカード」“ポイント２倍”,ギンザビビ岩槻店,さいたま市岩槻区本町３－２－５　ワッツ東１階,１０時００分～２１時００分,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　那珂店,茨城県那珂市菅谷５４５９－１,１０：００～１９：００,なし
メガネ・サングラス・コンタクトレンズ・補聴器が１５％ＯＦＦ！（特価品を除く）,メガネスーパー　北本二ツ家店,北本市二ツ家３－１９７－１,１０：００～１９：３０,年中無休
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真メガネ　春日部店,春日部市中央１－１３－１　イトーヨーカドー春日部店　５階,１０時００分～２０時００分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真メガネ　浦和本館,さいたま市浦和区高砂１－１３－２　浦和駅西口より１分,１０時００分～２０時００分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
店頭価格より５％ＯＦＦ　●割引対象商品：メガネフレーム・メガネレンズ・特別催事品（メガネセット）・サングラス・コンタクトレンズ（使い捨てコンタクトレンズは割引対象外）・補聴器　（他の割引特典との併用はいたしかねます。）,和真メガネ　小手指店,所沢市小手指町１－２５－８　西友小手指店　４階,９時００分～２１時００分,店舗により異なります（詳細は店舗までお問い合わせ下さい）
スタンプカード　ポイント２倍,Ｖｉｔａ　浦和美園店,さいたま市緑区美園５－５０－１　イオンモール浦和美園１Ｆ,９：００～２２：００,無し
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　平塚山下店,神奈川県平塚市徳延７２３－１,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　あきる野店,東京都あきる野市秋留５丁目１番２,１０：３０～１９：３０,なし
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　越谷大沢店,越谷市大沢３２１１－４,１０：３０～１９：３０,なし
ポイント２倍,（株）　ライナースポーツ,川口市元郷５－１０－９,１０時００分～２０時００分,火曜日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　柏松ヶ崎店,千葉県柏市大山台１－５８,１０：３０～１９：３０,なし
当社オリジナルの健康茶「一心茶」サンプルを差し上げます。,漢方専門　一心堂薬局　浦和店,さいたま市浦和区高砂３－７－４,１０時００分～１９時００分,無休
ミニタオル差し上げます,快眠ハウスあさこ,越谷市千間台西３－１－２６,１０時００分～１９時３０分,なし
現金のお支払いで５％ＯＦＦ※配送料は除く,輸入家具と雑貨のアウトレットマート　グリーンプラネット,さいたま市見沼区深作２－１－１,１０時００分～１９時００分,無休
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　松戸五香店,千葉県松戸市五香西３－１－１１,１０：３０～１９：３０,なし
カード持参（提示）いただいたお客様どなたでも修理、お買物価格より５００円値引サービスさせていただきます。（ただし他サービス券などとの併用は不可）,カドワキ時計店,蕨市中央１－３３－２,１０時００分～２０時００分,日曜日
お手持ちの宝飾品無料でクリーニング,ジュエリービホウ,川口市芝高木１－２－１１,１０時００分～１８時００分,日・祝日
お買い上げ金額から３％割引［協賛開始日：平成１９年７月９日］,優良県産品販売センター「そぴあ」,さいたま市大宮区桜木町１－７－５,１０時００分～１７時００分,日曜日・祝日
めがね一式・レンズ・フレーム・サングラス・コンタクトレンズを店頭表示価格から５％割引※コンタクトレンズは取扱いのない店舗もございます。詳しくはＨＰをご確認ください。※補聴器・クリーナー等の販売備品を除きます,眼鏡市場　ふじみ野店,ふじみ野市ふじみ野２－１３－２６,１０：００～１９：００,なし
